"RecipientEmail","Wave","Finished_T1","gender","birthyear","education","children","work_hours","work_days","T1_panas_jov_1","T1_panas_sad_1","T1_panas_gen_pos_2","T1_panas_guilt_4","T1_panas_hos_1","T1_panas_ser_2","T1_panas_guilt_2","T1_panas_jov_7","T1_panas_att_1","T1_panas_fear_1","T1_panas_jov_4","T1_panas_sad_5","T1_panas_shy_1","T1_panas_fat_2","T1_panas_fear_3","T1_panas_shy_4","T1_panas_fat_1","T1_panas_sur_2","T1_panas_sad_4","T1_panas_gen_neg_2","T1_panas_self_ass_1","T1_panas_fear_2","T1_panas_fat_3","T1_panas_guilt_5","T1_panas_sur_1","T1_panas_jov_3","T1_panas_jov_5","T1_panas_att_3","T1_panas_self_ass_2","T1_panas_shy_2","T1_panas_hos_5","T1_panas_fear_6","T1_panas_hos_2","T1_panas_sad_2","T1_panas_self_ass_5","T1_panas_sur_3","T1_panas_ser_1","T1_panas_att_2","T1_panas_fear_4","T1_panas_gen_pos_3","T1_panas_hos_3","T1_panas_gen_neg_1","T1_panas_jov_6","T1_panas_hos_6","T1_panas_jov_2","T1_panas_hos_4","T1_panas_guilt_3","T1_panas_self_ass_6","T1_panas_gen_pos_1","T1_panas_self_ass_4","T1_panas_ser_3","T1_panas_jov_8","T1_panas_self_ass_3","T1_panas_sad_3","T1_panas_fear_5","T1_panas_att_4","T1_panas_guilt_1","T1_panas_shy_3","T1_panas_fat_4","T1_panas_guilt_6","Finished_T2","req_detach_1","req_detach_2","req_detach_3","req_detach_4","req_relax_1","req_relax_2","req_relax_3","req_relax_4","req_mastery_1","req_mastery_2","req_mastery_3","req_mastery_4","req_control_1","req_control_2","req_control_3","req_control_4","has_1","has_2","has_3","has_4","has_5","has_6","has_7","has_8","has_9","has_10","has_11","has_12","has_13","has_14","has_15","has_16","has_17","has_18","has_19","has_20","has_21","has_22","has_23","has_24","has_25","has_26","has_27","has_28","has_29","has_30","has_31","has_32","has_33","has_34","has_35","has_36","has_37","has_38","has_39","has_40","has_41","has_42","has_43","has_44","has_45","has_46","has_47","has_48","has_49","has_50","has_51","has_52","has_53","upl_1","upl_2","upl_3","upl_4","upl_5","upl_6","upl_7","upl_8","upl_9","upl_10","upl_11","upl_12","upl_13","upl_14","upl_15","upl_16","upl_17","upl_18","upl_19","upl_20","upl_21","upl_22","upl_23","upl_24","upl_25","upl_26","upl_27","upl_28","upl_29","upl_30","upl_31","upl_32","upl_33","upl_34","upl_35","upl_36","upl_37","upl_38","upl_39","upl_40","upl_41","upl_42","upl_43","upl_44","upl_45","upl_46","upl_47","upl_48","upl_49","upl_50","upl_51","upl_52","upl_53","Finished_T3","T3_panas_jov_1","T3_panas_sad_1","T3_panas_gen_pos_2","T3_panas_guilt_4","T3_panas_hos_1","T3_panas_ser_2","T3_panas_guilt_2","T3_panas_jov_7","T3_panas_att_1","T3_panas_fear_1","T3_panas_jov_4","T3_panas_sad_5","T3_panas_shy_1","T3_panas_fat_2","T3_panas_fear_3","T3_panas_shy_4","T3_panas_fat_1","T3_panas_sur_2","T3_panas_sad_4","T3_panas_gen_neg_2","T3_panas_self_ass_1","T3_panas_fear_2","T3_panas_fat_3","T3_panas_guilt_5","T3_panas_sur_1","T3_panas_jov_3","T3_panas_jov_5","T3_panas_att_3","T3_panas_self_ass_2","T3_panas_shy_2","T3_panas_hos_5","T3_panas_fear_6","T3_panas_hos_2","T3_panas_sad_2","T3_panas_self_ass_5","T3_panas_sur_3","T3_panas_ser_1","T3_panas_att_2","T3_panas_fear_4","T3_panas_gen_pos_3","T3_panas_hos_3","T3_panas_gen_neg_1","T3_panas_jov_6","T3_panas_hos_6","T3_panas_jov_2","T3_panas_hos_4","T3_panas_guilt_3","T3_panas_self_ass_6","T3_panas_gen_pos_1","T3_panas_self_ass_4","T3_panas_ser_3","T3_panas_jov_8","T3_panas_self_ass_3","T3_panas_sad_3","T3_panas_fear_5","T3_panas_att_4","T3_panas_guilt_1","T3_panas_shy_3","T3_panas_fat_4","T3_panas_guilt_6","age","req_control","req_detach","req_relax","req_mastery","hassles","T1_panas_negative","T1_panas_fear","T1_panas_sadness","T1_panas_guilt","T1_panas_hostility","T1_panas_shyness","T1_panas_fatigue","T1_panas_positive","T1_panas_joviality","T1_panas_self_assurance","T1_panas_attentiveness","T1_panas_serenity","T1_panas_surprise","T3_panas_negative","T3_panas_fear","T3_panas_sadness","T3_panas_guilt","T3_panas_hostility","T3_panas_shyness","T3_panas_fatigue","T3_panas_positive","T3_panas_joviality","T3_panas_self_assurance","T3_panas_attentiveness","T3_panas_serenity","T3_panas_surprise"
"bf07bb72b8099c737bcbe66a10feb29b3e3efaebca9289c5ac199c0428eb2d8d",23,1,2,1992,2,0,39,5,3,2,1,2,1,3,1,1,3,1,3,1,1,4,2,1,3,1,1,3,1,2,4,1,1,3,2,2,2,1,3,1,1,3,3,1,3,2,2,3,4,4,3,1,4,3,1,3,1,1,3,2,1,2,1,3,1,1,3,3,1,3,1,4,2,4,3,3,2,2,2,2,2,4,4,3,4,1,1,4,2,1,3,1,1,4,1,1,1,3,3,4,1,4,2,1,2,3,1,2,2,1,1,2,1,1,1,3,1,2,3,1,2,1,3,2,2,3,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,4,1,1,1,1,3,2,1,1,3,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,3,2,3,2,1,1,3,3,1,1,1,1,1,2,2,2,3,1,1,2,3,1,4,2,1,2,1,4,1,2,3,1,4,1,1,4,1,1,4,1,1,3,1,1,4,1,2,3,2,2,2,1,4,1,1,2,1,1,2,3,1,3,3,3,3,1,4,3,1,4,3,3,4,2,1,1,1,1,1,1,3,3,29,3.75,2.5,3,2,96,2.2,1.5,1.8,1.5,2.16666666666667,1,3.5,2,2.625,1.83333333333333,2.5,3,1,1.9,1,1.4,1.5,2.16666666666667,1,3.75,2.2,3,2,2.25,3.33333333333333,1.33333333333333
"bfd6c21bbd5247115ee9761402cccb4e458f7190595783e800c039ac4fc25db5",9,1,1,1961,5,1,40,5,3,2,3,3,1,4,2,3,4,1,4,2,3,3,2,2,3,2,1,1,2,2,2,1,3,3,2,3,3,2,2,1,1,4,3,3,4,4,2,4,3,2,2,1,4,2,1,3,3,1,4,1,3,1,1,4,1,2,2,2,1,4,3,4,4,5,4,4,4,2,3,3,2,4,5,4,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,3,2,3,3,1,2,1,2,1,1,1,2,1,2,2,3,1,3,1,2,1,1,2,1,1,1,1,1,3,3,2,2,1,1,1,1,1,3,2,3,1,1,4,2,3,4,2,3,1,1,2,2,1,3,2,1,2,2,2,2,1,3,3,3,4,4,2,2,2,1,1,3,3,4,4,2,4,2,3,3,1,3,2,2,4,3,1,4,3,3,1,1,4,1,2,1,2,60,4,3.75,4.25,2.5,56,1.7,1.5,2,1.66666666666667,1.66666666666667,2.25,2.5,3.2,2.75,2.5,3.75,4,2.66666666666667,2,1.83333333333333,1.2,1.5,1.5,1.5,2,3.5,3,2.83333333333333,4,4,2.66666666666667
"c000812d4a427e98aee66048c67d75c0f73179e891e243eeba8a23bf29e507ab",26,1,2,1998,2,0,39,5,4,1,3,1,1,3,1,2,3,2,4,1,1,3,1,1,2,3,1,1,1,1,3,1,3,4,4,4,4,1,1,1,1,1,4,3,3,2,1,3,2,1,3,1,4,1,1,3,1,3,4,3,2,1,1,4,1,1,3,1,1,3,3,4,5,4,4,3,2,2,1,2,3,5,5,5,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,4,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,3,2,2,2,3,2,2,1,2,3,2,2,2,3,2,2,1,1,1,2,3,1,1,1,2,1,2,2,3,2,2,2,2,2,1,4,4,3,3,2,1,2,2,1,4,2,3,3,1,3,1,3,4,2,4,1,2,3,1,1,3,1,1,1,1,1,2,2,3,4,5,3,3,2,2,2,1,1,4,2,3,3,2,3,2,3,4,1,5,2,2,2,1,1,3,3,2,2,2,4,1,1,2,1,23,5,3.75,3.25,2,66,1.2,1.16666666666667,1,1,1.16666666666667,1,2.75,3,3.5,2.83333333333333,3.25,3.33333333333333,3,1.8,1.66666666666667,1.4,1.66666666666667,1.5,1.5,2.5,3.2,4,2.16666666666667,3.5,3,2
"c0cbc87f7ff49b0524a679b41b8bdc016351f0e44899a73879d903b0d749ffb0",15,1,2,1993,6,0,38.5,5,2,5,3,5,2,3,4,3,3,4,2,5,2,3,2,2,3,2,3,4,1,4,2,4,3,2,2,2,2,3,3,3,2,4,1,2,2,2,3,3,5,4,2,1,2,3,2,2,2,2,2,2,2,4,2,2,1,3,3,5,1,3,2,4,3,3,4,4,4,3,3,3,3,4,3,4,3,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,3,2,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,3,3,1,3,2,3,3,3,3,2,3,4,2,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,1,1,3,2,2,3,2,2,3,3,2,3,1,3,2,2,2,3,2,3,2,3,2,2,3,2,2,3,3,28,3.5,3,3.75,3,74,3.3,3,4.2,3.5,2.66666666666667,2.5,2.75,2.3,2.125,1.66666666666667,2.25,2.33333333333333,2.33333333333333,2.2,2,2.4,2.33333333333333,2,2,2.75,2.6,2.625,2.16666666666667,2.75,3,2
"c158f896780cd4edd2e671b117fa96cf8aae9d6f79b1fa06495551b40c7832fb",23,1,2,1988,7,0,35,5,3,2,2,1,1,4,1,3,3,2,4,1,1,4,1,1,2,1,1,1,1,1,2,1,3,3,2,4,3,1,1,1,1,1,1,1,2,1,2,2,3,2,4,1,3,1,1,3,1,1,2,3,1,1,1,4,1,1,1,1,1,2,3,3,2,3,4,4,NA,2,3,2,3,4,4,4,4,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,3,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,2,2,4,2,1,1,1,1,3,2,3,3,2,3,1,2,1,1,1,2,1,3,3,3,2,4,2,1,2,1,2,1,2,1,1,1,1,2,3,3,2,3,1,1,2,1,1,3,2,2,1,1,2,1,2,3,2,3,2,1,3,2,1,3,1,1,2,1,2,3,1,2,3,2,4,3,2,1,1,1,1,2,1,2,1,3,2,4,3,3,1,3,2,1,3,1,1,2,2,1,1,1,3,1,1,2,2,33,4,2.5,3.66666666666667,2.5,73,1.5,1.33333333333333,1.2,1,1.33333333333333,1,2.25,2.2,3.125,1.66666666666667,3,2.66666666666667,1.66666666666667,2,1.83333333333333,1.4,1.16666666666667,1.66666666666667,1.25,2.75,2.2,2.625,1.83333333333333,2.75,2,1.33333333333333
"c2ecb4a76631c6ba6d7bcfc84451f05d3d3bfc7f53bcf496e9f48810db24e2e5",31,1,2,1976,5,1,28,5,3,2,3,1,1,3,1,3,3,2,3,2,1,2,2,1,2,2,1,3,1,2,2,1,3,3,2,3,3,1,2,1,1,1,2,3,3,3,1,4,3,4,3,1,3,2,1,3,3,1,3,1,3,1,2,3,1,1,1,2,1,1,1,2,4,4,3,4,4,1,1,1,1,3,3,4,4,2,1,1,1,2,1,1,1,3,1,3,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,3,1,1,3,1,3,3,1,3,1,1,4,1,1,2,1,1,1,1,1,4,1,2,3,2,3,2,1,1,1,1,1,2,2,2,2,1,3,2,1,2,1,3,1,1,3,3,2,3,2,2,1,1,2,1,1,3,1,45,3.5,2,3.75,1,75,2.1,1.66666666666667,1.4,1.16666666666667,1.66666666666667,1,1.75,2.9,2.625,2.16666666666667,3,3,2.66666666666667,1.1,1,1,1,1.16666666666667,1,3.25,2.6,2.625,2,2.5,2.66666666666667,1.66666666666667
"c32858ec3f7b69a2baa43740096406dbb91b16e1247047b4354056d0c1c32848",26,1,2,1958,4,1,19.5,5,NA,3,4,2,1,3,1,4,3,1,3,3,1,4,3,1,2,3,2,4,3,3,3,1,3,3,2,3,3,3,3,3,1,3,3,3,3,3,4,3,4,3,3,1,3,2,1,3,3,3,4,2,3,4,2,3,1,2,3,4,1,3,3,3,3,3,4,3,4,3,3,2,3,2,2,2,2,1,1,1,1,1,3,1,1,3,1,2,2,2,2,3,1,2,2,2,2,2,2,3,1,1,1,1,1,2,2,3,3,2,2,2,2,1,2,1,1,2,2,1,1,3,1,1,3,1,2,1,1,1,3,1,1,2,3,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,2,3,3,3,2,2,1,1,1,2,2,1,2,1,2,2,1,2,4,3,3,1,3,3,2,3,3,2,4,1,4,3,2,4,2,3,4,2,3,4,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,1,3,3,2,2,2,2,1,1,2,3,2,3,1,1,3,4,63,2,3,3.5,2.75,89,2.6,2.66666666666667,3,1.66666666666667,2,1.75,3,3.1,2.85714285714286,3,3,3.33333333333333,3,2.8,2.5,3.2,2.5,2,1.5,3.75,2.4,2.25,2,2.75,2,2.33333333333333
"c34ece6a1882012fb984d3d572d31d9bb73190285533908e75ce21e4fcd08cf7",29,1,2,1984,4,0,39,5,3,2,3,1,1,3,1,3,3,3,4,1,3,3,3,3,2,1,3,3,1,4,3,1,3,3,1,3,3,3,1,1,1,3,2,3,3,1,1,4,1,1,3,1,2,1,1,2,1,1,3,3,1,1,1,3,1,3,1,2,1,4,4,2,2,4,3,3,3,2,2,2,2,3,2,3,2,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,3,2,3,1,1,3,1,3,3,1,3,2,2,4,1,2,2,2,2,2,1,1,4,1,1,3,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,37,2.5,3,3.25,2,53,1.6,2.16666666666667,2,1.16666666666667,1,3,2.25,2.4,2.75,1.66666666666667,2.5,3,2.33333333333333,1.1,1,1.8,1.16666666666667,1,2,3,2.1,2.25,1.16666666666667,2.25,2,1.33333333333333
"c547f363158d146c8c56ffbf3e360178db543ac2f3e97a34ea20f49f5a97debb",21,1,2,1988,4,0,39,5,4,1,3,1,1,3,1,3,3,2,4,1,1,3,1,1,2,1,1,1,2,1,3,1,3,4,4,3,3,1,1,1,1,1,2,3,4,2,2,3,1,1,3,1,4,1,1,3,4,1,4,4,3,1,1,3,1,1,3,1,1,4,4,5,5,4,4,4,3,1,1,2,2,5,5,5,5,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,2,1,1,3,3,1,1,1,2,1,4,2,1,2,1,1,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,3,1,1,1,1,1,4,3,1,3,1,1,2,2,1,3,1,3,2,1,3,2,4,4,1,4,1,1,4,1,1,3,1,1,1,1,3,4,1,1,4,3,3,3,2,1,1,1,1,2,3,2,1,1,3,1,1,3,1,4,1,1,2,4,1,2,2,3,1,2,3,1,1,4,2,33,5,4.5,3.75,1.5,61,1.2,1.33333333333333,1,1,1,1,2.75,3,3.75,2.33333333333333,2.75,3.66666666666667,2.33333333333333,1.2,1.5,1,1.5,1,1.25,3.75,3,3.375,2,2.75,2.33333333333333,1.66666666666667
"c56c8b4bea4c2da241c57d764ee09e4253bf92d454b86e4bb40147573c75413b",31,1,2,1999,4,0,20,3,3,1,5,2,1,1,1,3,2,1,4,1,1,3,1,1,1,1,3,1,3,1,3,1,1,3,3,4,3,1,1,1,1,2,3,1,1,1,2,3,2,2,4,1,3,1,1,4,3,NA,2,4,3,1,1,3,1,1,1,3,1,5,2,2,4,4,2,2,2,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,NA,1,1,3,2,1,1,2,1,1,1,1,NA,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,NA,1,1,1,NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,1,1,3,2,1,3,3,3,2,1,1,1,1,1,1,2,2,1,4,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,3,1,2,2,1,1,1,1,1,1,3,4,2,2,1,3,1,2,1,2,1,2,1,1,1,1,1,1,1,2,22,5,3.25,2.5,4.75,64,1.3,1.16666666666667,1.6,1.5,1.16666666666667,1,2,3,3.375,3.2,2.5,1.33333333333333,1,1.8,1,2,1.33333333333333,2.33333333333333,1,2.25,1.4,1.625,1.5,1.25,1,1
"c5a31b1d1160cf2bf4d63f5dcc1f11b7a06ca8e27bc9ed1ccc247773d8412e96",24,1,2,1971,4,0,39.5,5,3,1,4,1,1,4,1,3,4,1,4,3,1,3,2,1,3,2,2,2,2,1,3,1,2,3,2,3,3,1,1,1,1,3,1,1,3,3,1,4,1,1,2,1,3,1,2,3,3,1,3,3,4,2,1,4,1,2,1,2,1,4,5,5,5,5,4,4,4,2,3,3,3,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,2,1,2,2,1,1,1,3,1,1,3,1,1,1,4,2,1,2,3,2,2,1,3,4,4,4,1,3,1,1,1,2,1,1,2,2,1,2,1,2,1,2,3,1,2,1,1,1,1,1,3,4,3,4,4,1,2,2,1,3,1,3,1,1,3,1,3,3,1,3,2,1,4,2,1,2,2,2,2,2,1,4,1,1,4,2,4,4,1,1,1,1,2,2,2,2,2,2,4,1,1,2,1,3,1,1,4,3,2,3,3,2,1,1,5,1,1,2,2,50,4.75,4.75,4.25,2.75,67,1.3,1.16666666666667,2.2,1.33333333333333,1,1.25,2.5,3,2.875,2.33333333333333,3.5,3.33333333333333,1.66666666666667,1.3,1.33333333333333,1.6,1.16666666666667,1,1,3,3,2.875,2.66666666666667,3.5,2.66666666666667,1.66666666666667
"c8a5a81e652d29de0531b983e0820a63e1d8adfdaad23766db291315eea3ea79",22,1,1,1985,6,1,40,5,3,4,4,4,2,4,1,3,4,3,3,4,1,5,3,1,2,3,4,4,3,2,4,1,3,2,3,3,3,2,1,3,1,3,2,3,3,1,1,3,3,2,4,1,3,2,1,4,3,3,2,1,1,2,3,3,1,1,3,5,1,3,1,2,3,2,3,2,2,2,2,2,2,2,3,2,2,3,3,1,1,2,3,4,3,3,1,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,1,1,1,2,3,2,2,2,3,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,1,3,3,3,2,1,2,2,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,3,1,2,4,2,3,2,3,2,1,2,5,2,4,2,4,4,2,3,1,3,4,1,4,4,1,1,1,1,1,1,3,1,4,1,3,1,1,2,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,3,5,2,3,1,3,5,36,2.25,2.25,2.25,2,91,2.2,2.5,3.4,2.16666666666667,1.66666666666667,1.25,3.5,2.9,2.75,2.66666666666667,2.75,3,3,3,4,3.4,2.66666666666667,1.5,2,3.5,1.4,1.25,1,1.75,2,1
"c97089206de20dce8d3b0ca1c10a1352510b1d30a785777a06363862b5681e86",8,1,2,1987,6,0,39,5,2,3,3,2,1,4,2,2,3,4,2,4,2,4,4,1,4,2,5,5,3,4,3,2,2,2,2,2,4,3,2,2,1,4,2,2,2,4,2,2,5,4,2,4,3,4,2,2,2,2,2,2,2,4,4,3,2,2,4,4,1,3,2,3,3,4,4,3,3,4,3,3,1,5,3,3,4,1,1,2,2,1,3,1,1,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,4,2,2,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,2,1,3,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,2,1,1,2,3,3,2,1,1,1,1,1,3,3,3,2,2,4,3,2,3,2,3,3,2,4,4,3,3,3,4,4,3,4,4,3,2,3,3,3,2,2,2,2,2,4,3,2,2,2,2,2,5,4,2,4,3,4,3,2,2,2,2,2,4,3,3,2,3,2,2,4,34,3.75,2.75,3.5,2.75,76,3.4,3.33333333333333,4,2.33333333333333,2.83333333333333,2,3.75,2.6,2.125,2.5,3,2.66666666666667,2,3.2,2.83333333333333,3.4,3,3.16666666666667,2.25,3.25,2.5,2.625,2.66666666666667,2.5,2.66666666666667,2.33333333333333
"ca0fa016d594cece6f69311e0f17cf14d3f67c364dfac576647ea2d04c54dd88",22,1,2,1981,4,1,39,5,4,2,4,3,1,1,3,4,4,2,4,1,1,3,3,1,3,4,1,4,3,3,2,4,4,4,4,3,4,2,1,1,1,1,4,4,3,4,3,4,4,3,4,2,4,3,3,4,4,3,4,4,3,3,2,4,1,1,1,3,1,1,1,1,2,3,4,4,4,3,1,1,1,3,3,3,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,3,1,3,2,3,3,3,2,2,2,2,2,1,1,3,3,2,3,3,2,1,2,1,1,1,1,1,4,1,1,4,4,4,4,4,2,1,1,1,1,1,2,4,2,4,2,2,4,1,3,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,2,4,3,4,1,1,3,1,1,2,4,3,4,4,2,4,2,3,4,2,4,3,5,5,2,4,4,3,4,3,4,5,4,3,2,2,3,2,4,2,1,1,1,2,4,2,2,4,4,5,5,4,4,3,4,2,3,3,3,2,2,2,4,4,3,1,2,4,4,40,3,1.25,3.75,1.5,88,2.8,2.33333333333333,1.6,2.83333333333333,2,1.25,2.25,3.9,4,3.5,3.75,2.66666666666667,4,3.9,3.66666666666667,3.2,3.16666666666667,3.33333333333333,2.75,4.5,2.6,2.375,2.5,2.75,2,3.66666666666667
"ca2451209077efe306bd1770414e2a89636f4fae51110d777dbcea01accd64d8",21,1,2,1969,2,1,39,5,3,1,4,2,1,3,1,4,4,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,2,3,1,4,3,1,1,1,1,1,4,3,3,4,3,4,2,2,4,1,3,3,1,4,3,3,4,4,3,1,1,4,1,2,2,2,1,3,2,3,4,4,5,4,2,1,1,5,1,3,4,3,3,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,2,1,3,1,1,1,2,1,1,1,3,4,3,2,3,2,1,1,1,2,1,1,1,1,2,2,3,3,1,1,1,1,1,1,3,2,4,2,1,3,2,3,3,1,3,1,2,3,1,1,1,1,1,1,1,1,2,1,2,3,1,4,3,1,1,1,1,1,3,1,3,4,3,4,2,3,4,1,3,3,1,3,3,2,3,4,1,1,1,3,1,2,1,2,52,3.25,3,3.75,2,61,1.4,1.5,1,1.33333333333333,1.5,1.25,1.5,3.5,3.125,3,4,3.33333333333333,2.33333333333333,1.6,1.33333333333333,1.2,1.5,1.5,1.5,1.75,3.2,3,2.16666666666667,3.5,3,1.33333333333333
"ca972b217a6ec7538d0bb6a4b2abbb661b370cc1da5dcbdcb3e32a8aff36563e",21,1,2,1989,4,0,39,5,3,2,3,2,1,2,1,3,3,1,3,2,1,4,1,2,2,1,2,2,2,1,3,1,2,3,3,3,4,1,1,1,1,2,3,2,3,2,1,2,2,2,3,1,3,2,1,2,3,2,3,3,3,1,1,3,2,2,2,3,1,4,4,4,5,4,5,4,4,2,2,3,2,4,5,5,5,1,2,1,1,2,2,1,1,1,1,2,1,1,3,3,1,3,4,3,3,3,1,3,3,1,1,4,1,2,1,1,3,1,1,1,1,2,2,1,3,3,4,1,3,4,1,2,1,1,1,1,1,2,3,3,3,1,3,4,1,1,3,3,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,2,1,3,1,3,3,2,1,1,1,1,1,1,2,2,1,1,1,1,3,3,4,3,1,1,3,3,1,2,1,1,2,2,3,2,2,3,3,3,2,2,5,3,3,5,3,2,3,2,3,4,1,2,3,2,3,2,2,1,2,1,2,3,2,2,1,1,3,2,2,2,2,2,3,2,3,2,2,1,1,2,3,2,3,1,2,3,3,32,4.75,4.25,4.25,2.25,98,1.3,1,1.8,1.66666666666667,1.33333333333333,1.5,2.75,2.9,3,2.66666666666667,2.75,2.66666666666667,1.66666666666667,2.1,2.33333333333333,2,1.83333333333333,1.83333333333333,2.25,4.25,2.2,2.125,2.33333333333333,2.5,2,2.33333333333333
"cad4408057775246ab3a85392c4a53215c14c7d7629788e622c7fd84410d8e96",11,1,1,1981,6,1,40,5,3,3,2,1,1,3,1,2,3,1,3,4,1,4,2,1,2,2,3,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,3,2,2,1,1,4,3,2,2,1,3,2,2,2,4,2,1,1,1,2,1,4,1,1,1,2,1,3,2,2,4,3,3,4,4,2,3,4,3,4,2,3,2,2,1,1,2,1,3,1,1,2,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,3,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,3,1,3,1,4,2,1,2,1,3,4,1,3,2,3,4,4,1,3,2,2,3,3,1,4,1,2,3,2,4,3,2,1,1,1,3,3,2,2,3,2,4,2,2,4,1,3,1,3,4,2,3,3,2,1,3,3,4,1,1,2,2,40,2.75,2.75,3.5,3,73,1.6,1.33333333333333,2.8,1.33333333333333,1.5,1.25,2.25,2.4,2.25,1.83333333333333,2.25,2,1.66666666666667,2.2,2,2.2,1.66666666666667,1.16666666666667,1.75,3.25,3.2,2.875,2.83333333333333,3.75,2.33333333333333,2
